Subject,Stage1,Stage2,Event,Region,FrequencyBand,FreqRange_Hz,Mean_Stage1_dB,Mean_Stage2_dB,Direction,Z_Score,P_Value,Significant
108,early,later,eye_open,Right_Occipital,theta,4-8Hz,15.6068549444906,13.6940695766447,Decrease,225,0.0321245712076567,1
108,middle,later,eye_open,Right_Occipital,theta,4-8Hz,15.4602094371346,13.6940695766447,Decrease,225,0.0321245712076567,1
108,early,middle,eye_closed,Left_Frontal,theta,4-8Hz,14.695139914156,14.6141272576801,Decrease,153,0.931693545566772,0
108,early,later,eye_closed,Left_Frontal,theta,4-8Hz,14.695139914156,14.0049036792402,Decrease,182,0.360566735097472,0
108,middle,later,eye_closed,Left_Frontal,theta,4-8Hz,14.6141272576801,14.0049036792402,Decrease,174,0.492893296439634,0
108,early,middle,eye_closed,Right_Frontal,theta,4-8Hz,15.4139724171031,14.9672668778813,Decrease,185,0.317310507862914,0
108,early,later,eye_closed,Right_Frontal,theta,4-8Hz,15.4139724171031,14.0922464624994,Decrease,230,0.0222709789592328,1
108,middle,later,eye_closed,Right_Frontal,theta,4-8Hz,14.9672668778813,14.0922464624994,Decrease,208,0.097490596202208,0
108,early,middle,eye_closed,Left_Temporal,theta,4-8Hz,14.8068810620698,14.7922077800559,Decrease,147,0.931693545566772,0
108,early,later,eye_closed,Left_Temporal,theta,4-8Hz,14.8068810620698,13.8403590888092,Decrease,206,0.109598583399116,0
108,middle,later,eye_closed,Left_Temporal,theta,4-8Hz,14.7922077800559,13.8403590888092,Decrease,187,0.290446394323729,0
108,early,middle,eye_closed,Right_Temporal,theta,4-8Hz,15.2003530478593,14.8521790129848,Decrease,180,0.391365938307552,0
108,early,later,eye_closed,Right_Temporal,theta,4-8Hz,15.2003530478593,13.8577095995067,Decrease,220,0.0455002638963584,1
108,middle,later,eye_closed,Right_Temporal,theta,4-8Hz,14.8521790129848,13.8577095995067,Decrease,203,0.129953390214931,0
108,early,middle,eye_closed,Left_Parietal,theta,4-8Hz,14.8398461608779,14.893485810889,Increase,139,0.753304047285912,0
108,early,later,eye_closed,Left_Parietal,theta,4-8Hz,14.8398461608779,13.9513392978402,Decrease,197,0.179318236045376,0
108,middle,later,eye_closed,Left_Parietal,theta,4-8Hz,14.893485810889,13.9513392978402,Decrease,199,0.161513318467542,0
108,early,middle,eye_closed,Right_Parietal,theta,4-8Hz,15.1102157279776,14.8494342939025,Decrease,164,0.689156516779352,0
108,early,later,eye_closed,Right_Parietal,theta,4-8Hz,15.1102157279776,13.8918944294526,Decrease,214,0.0674638361316115,0
108,middle,later,eye_closed,Right_Parietal,theta,4-8Hz,14.8494342939025,13.8918944294526,Decrease,197,0.179318236045376,0
108,early,middle,eye_closed,Left_Occipital,theta,4-8Hz,14.830713436991,14.9245609645378,Increase,141,0.797068494359122,0
108,early,later,eye_closed,Left_Occipital,theta,4-8Hz,14.830713436991,13.9857953106071,Decrease,189,0.265156633625956,0
108,middle,later,eye_closed,Left_Occipital,theta,4-8Hz,14.9245609645378,13.9857953106071,Decrease,195,0.198542793686662,0
108,early,middle,eye_closed,Right_Occipital,theta,4-8Hz,14.9049861563112,14.9201326446792,Increase,143,0.841480581121794,0
108,early,later,eye_closed,Right_Occipital,theta,4-8Hz,14.9049861563112,13.9638151862678,Decrease,199,0.161513318467542,0
108,middle,later,eye_closed,Right_Occipital,theta,4-8Hz,14.9201326446792,13.9638151862678,Decrease,199,0.161513318467542,0
108,early,middle,eye_open,Left_Frontal,alpha,9-13Hz,14.8650049557687,14.5775386944699,Decrease,179,0.407346960940474,0
108,early,later,eye_open,Left_Frontal,alpha,9-13Hz,14.8650049557687,13.1542804903501,Decrease,227,0.0278068950269972,1
108,middle,later,eye_open,Left_Frontal,alpha,9-13Hz,14.5775386944699,13.1542804903501,Decrease,215,0.0632908322333453,0
108,early,middle,eye_open,Right_Frontal,alpha,9-13Hz,14.5629534581752,14.1346621846506,Decrease,176,0.457568175062507,0
108,early,later,eye_open,Right_Frontal,alpha,9-13Hz,14.5629534581752,12.8059544826536,Decrease,225,0.0321245712076567,1
108,middle,later,eye_open,Right_Frontal,alpha,9-13Hz,14.1346621846506,12.8059544826536,Decrease,209,0.0918508439618684,0
108,early,middle,eye_open,Left_Temporal,alpha,9-13Hz,14.9572306611757,14.6269415217005,Decrease,180,0.391365938307552,0
108,early,later,eye_open,Left_Temporal,alpha,9-13Hz,14.9572306611757,12.8703057355322,Decrease,232,0.0191367088541101,1
108,middle,later,eye_open,Left_Temporal,alpha,9-13Hz,14.6269415217005,12.8703057355322,Decrease,221,0.0425019611428189,1
108,early,middle,eye_open,Right_Temporal,alpha,9-13Hz,14.7873107657978,14.3584634267169,Decrease,180,0.391365938307552,0
108,early,later,eye_open,Right_Temporal,alpha,9-13Hz,14.7873107657978,12.4546956023926,Decrease,234,0.0163950718491923,1
108,middle,later,eye_open,Right_Temporal,alpha,9-13Hz,14.3584634267169,12.4546956023926,Decrease,227,0.0278068950269972,1
108,early,middle,eye_open,Left_Parietal,alpha,9-13Hz,15.0023852677829,14.6016682974923,Decrease,183,0.345753978677278,0
108,early,later,eye_open,Left_Parietal,alpha,9-13Hz,15.0023852677829,12.7650117597775,Decrease,238,0.0119273761398704,1
108,middle,later,eye_open,Left_Parietal,alpha,9-13Hz,14.6016682974923,12.7650117597775,Decrease,223,0.0370045116164188,1
108,early,middle,eye_open,Right_Parietal,alpha,9-13Hz,14.8765917010682,14.4070098704331,Decrease,184,0.331334906503133,0
108,early,later,eye_open,Right_Parietal,alpha,9-13Hz,14.8765917010682,12.5193113696662,Decrease,238,0.0119273761398704,1
108,middle,later,eye_open,Right_Parietal,alpha,9-13Hz,14.4070098704331,12.5193113696662,Decrease,226,0.0298987911015437,1
108,early,middle,eye_open,Left_Occipital,alpha,9-13Hz,14.98451974899,14.5616335516651,Decrease,183,0.345753978677278,0
108,early,later,eye_open,Left_Occipital,alpha,9-13Hz,14.98451974899,12.6465831875908,Decrease,239,0.010995017215527,1
108,middle,later,eye_open,Left_Occipital,alpha,9-13Hz,14.5616335516651,12.6465831875908,Decrease,227,0.0278068950269972,1
108,early,middle,eye_open,Right_Occipital,alpha,9-13Hz,14.9610301580556,14.4998953588817,Decrease,186,0.303681109722319,0
108,early,later,eye_open,Right_Occipital,alpha,9-13Hz,14.9610301580556,12.6010952307856,Decrease,241,0.0093223760474375,1
108,middle,later,eye_open,Right_Occipital,alpha,9-13Hz,14.4998953588817,12.6010952307856,Decrease,227,0.0278068950269972,1
108,early,middle,eye_closed,Left_Frontal,alpha,9-13Hz,14.0890307370712,14.3846647737859,Increase,115,0.317310507862914,0
108,early,later,eye_closed,Left_Frontal,alpha,9-13Hz,14.0890307370712,13.6862934037716,Decrease,164,0.689156516779352,0
108,middle,later,eye_closed,Left_Frontal,alpha,9-13Hz,14.3846647737859,13.6862934037716,Decrease,183,0.345753978677278,0
108,early,middle,eye_closed,Right_Frontal,alpha,9-13Hz,15.2948509715725,14.6922741735347,Decrease,194,0.208701910672357,0
108,early,later,eye_closed,Right_Frontal,alpha,9-13Hz,15.2948509715725,13.2019118714976,Decrease,245,0.00664188547642663,1
108,middle,later,eye_closed,Right_Frontal,alpha,9-13Hz,14.6922741735347,13.2019118714976,Decrease,237,0.0129291721727266,1
108,early,middle,eye_closed,Left_Temporal,alpha,9-13Hz,14.1518855939107,14.3911468452091,Increase,128,0.529629670287596,0
108,early,later,eye_closed,Left_Temporal,alpha,9-13Hz,14.1518855939107,13.6025049126523,Decrease,169,0.587228165762067,0
108,middle,later,eye_closed,Left_Temporal,alpha,9-13Hz,14.3911468452091,13.6025049126523,Decrease,188,0.277605418363564,0
108,early,middle,eye_closed,Right_Temporal,alpha,9-13Hz,14.9185625828339,14.4415664067664,Decrease,186,0.303681109722319,0
108,early,later,eye_closed,Right_Temporal,alpha,9-13Hz,14.9185625828339,13.3512237238726,Decrease,222,0.0396724862659754,1
108,middle,later,eye_closed,Right_Temporal,alpha,9-13Hz,14.4415664067664,13.3512237238726,Decrease,216,0.0593334667549941,0
108,early,middle,eye_closed,Left_Parietal,alpha,9-13Hz,14.2464823528277,14.3964417551098,Increase,130,0.567709166197353,0
108,early,later,eye_closed,Left_Parietal,alpha,9-13Hz,14.2464823528277,13.4968099670283,Decrease,180,0.391365938307552,0
108,middle,later,eye_closed,Left_Parietal,alpha,9-13Hz,14.3964417551098,13.4968099670283,Decrease,194,0.208701910672357,0
108,early,middle,eye_closed,Right_Parietal,alpha,9-13Hz,14.789010728167,14.4528413299249,Decrease,177,0.440452945294225,0
108,early,later,eye_closed,Right_Parietal,alpha,9-13Hz,14.789010728167,13.3769716797374,Decrease,214,0.0674638361316115,0
108,middle,later,eye_closed,Right_Parietal,alpha,9-13Hz,14.4528413299249,13.3769716797374,Decrease,216,0.0593334667549941,0
108,early,middle,eye_closed,Left_Occipital,alpha,9-13Hz,14.3188965563935,14.4725451157099,Increase,134,0.647568367631056,0
108,early,later,eye_closed,Left_Occipital,alpha,9-13Hz,14.3188965563935,13.4414388613426,Decrease,184,0.331334906503133,0
108,middle,later,eye_closed,Left_Occipital,alpha,9-13Hz,14.4725451157099,13.4414388613426,Decrease,209,0.0918508439618684,0
108,early,middle,eye_closed,Right_Occipital,alpha,9-13Hz,14.4816021010926,14.4849465654384,Increase,145,0.886403006367064,0
108,early,later,eye_closed,Right_Occipital,alpha,9-13Hz,14.4816021010926,13.4089246877395,Decrease,191,0.241426553382044,0
108,middle,later,eye_closed,Right_Occipital,alpha,9-13Hz,14.4849465654384,13.4089246877395,Decrease,215,0.0632908322333453,0
109,early,middle,eye_open,Left_Frontal,theta,4-8Hz,13.7951757663635,14.1509542913626,Increase,115,0.317310507862914,0
109,early,later,eye_open,Left_Frontal,theta,4-8Hz,13.7951757663635,15.288929637002,Increase,77,0.0370045116164188,1
109,middle,later,eye_open,Left_Frontal,theta,4-8Hz,14.1509542913626,15.288929637002,Increase,91,0.0918508439618684,0
109,early,middle,eye_open,Right_Frontal,theta,4-8Hz,13.123604970695,13.4958535387441,Increase,119,0.37577150825113,0
109,early,later,eye_open,Right_Frontal,theta,4-8Hz,13.123604970695,14.9730579815781,Increase,75,0.0321245712076567,1
109,middle,later,eye_open,Right_Frontal,theta,4-8Hz,13.4958535387441,14.9730579815781,Increase,90,0.0864762654936657,0
109,early,middle,eye_open,Left_Temporal,theta,4-8Hz,13.7122487054171,14.1010374153269,Increase,120,0.391365938307552,0
109,early,later,eye_open,Left_Temporal,theta,4-8Hz,13.7122487054171,15.3789280620899,Increase,78,0.0396724862659754,1
109,middle,later,eye_open,Left_Temporal,theta,4-8Hz,14.1010374153269,15.3789280620899,Increase,90,0.0864762654936657,0
109,early,middle,eye_open,Right_Temporal,theta,4-8Hz,13.2195402163172,13.5620648638455,Increase,113,0.290446394323729,0
109,early,later,eye_open,Right_Temporal,theta,4-8Hz,13.2195402163172,15.1161622329793,Increase,87,0.0718606382258516,0
109,middle,later,eye_open,Right_Temporal,theta,4-8Hz,13.5620648638455,15.1161622329793,Increase,92,0.097490596202208,0
109,early,middle,eye_open,Left_Parietal,theta,4-8Hz,13.6112113962284,13.9900759240686,Increase,121,0.407346960940474,0
109,early,later,eye_open,Left_Parietal,theta,4-8Hz,13.6112113962284,15.3484125807973,Increase,74,0.0298987911015437,1
109,middle,later,eye_open,Left_Parietal,theta,4-8Hz,13.9900759240686,15.3484125807973,Increase,93,0.103403776769015,0
109,early,middle,eye_open,Right_Parietal,theta,4-8Hz,13.2971727081217,13.5820464300298,Increase,118,0.360566735097472,0
109,early,later,eye_open,Right_Parietal,theta,4-8Hz,13.2971727081217,15.1450342715513,Increase,87,0.0718606382258516,0
109,middle,later,eye_open,Right_Parietal,theta,4-8Hz,13.5820464300298,15.1450342715513,Increase,93,0.103403776769015,0
109,early,middle,eye_open,Left_Occipital,theta,4-8Hz,13.4742365532705,13.8592006260708,Increase,118,0.360566735097472,0
109,early,later,eye_open,Left_Occipital,theta,4-8Hz,13.4742365532705,15.2580484624765,Increase,78,0.0396724862659754,1
109,middle,later,eye_open,Left_Occipital,theta,4-8Hz,13.8592006260708,15.2580484624765,Increase,96,0.122865441229318,0
109,early,middle,eye_open,Right_Occipital,theta,4-8Hz,13.3553888318913,13.781745102429,Increase,112,0.277605418363564,0
109,early,later,eye_open,Right_Occipital,theta,4-8Hz,13.3553888318913,15.1875420723106,Increase,81,0.048674875673469,1
109,middle,later,eye_open,Right_Occipital,theta,4-8Hz,13.781745102429,15.1875420723106,Increase,96,0.122865441229318,0
109,early,middle,eye_closed,Left_Frontal,theta,4-8Hz,14.5177520587679,14.6364448102811,Increase,131,0.587228165762067,0
109,early,later,eye_closed,Left_Frontal,theta,4-8Hz,14.5177520587679,14.1196541621285,Decrease,161,0.753304047285912,0
109,middle,later,eye_closed,Left_Frontal,theta,4-8Hz,14.6364448102811,14.1196541621285,Decrease,169,0.587228165762067,0
109,early,middle,eye_closed,Right_Frontal,theta,4-8Hz,14.4996187339555,14.7113864633909,Increase,140,0.775096962195985,0
109,early,later,eye_closed,Right_Frontal,theta,4-8Hz,14.4996187339555,14.0273376948509,Decrease,175,0.475050524053953,0
109,middle,later,eye_closed,Right_Frontal,theta,4-8Hz,14.7113864633909,14.0273376948509,Decrease,186,0.303681109722319,0
109,early,middle,eye_closed,Left_Temporal,theta,4-8Hz,14.4202169541559,14.6255567582809,Increase,120,0.391365938307552,0
109,early,later,eye_closed,Left_Temporal,theta,4-8Hz,14.4202169541559,13.9678660276393,Decrease,162,0.731705934672859,0
109,middle,later,eye_closed,Left_Temporal,theta,4-8Hz,14.6255567582809,13.9678660276393,Decrease,177,0.440452945294225,0
109,early,middle,eye_closed,Right_Temporal,theta,4-8Hz,14.4621045827518,14.6948318159889,Increase,113,0.290446394323729,0
109,early,later,eye_closed,Right_Temporal,theta,4-8Hz,14.4621045827518,13.8212924399691,Decrease,181,0.37577150825113,0
109,middle,later,eye_closed,Right_Temporal,theta,4-8Hz,14.6948318159889,13.8212924399691,Decrease,189,0.265156633625956,0
109,early,middle,eye_closed,Left_Parietal,theta,4-8Hz,14.3774395428404,14.6473846329829,Increase,114,0.303681109722319,0
109,early,later,eye_closed,Left_Parietal,theta,4-8Hz,14.3774395428404,13.7765725510505,Decrease,168,0.607052248071005,0
109,middle,later,eye_closed,Left_Parietal,theta,4-8Hz,14.6473846329829,13.7765725510505,Decrease,180,0.391365938307552,0
109,early,middle,eye_closed,Right_Parietal,theta,4-8Hz,14.4622319309006,14.7015470107431,Increase,112,0.277605418363564,0
109,early,later,eye_closed,Right_Parietal,theta,4-8Hz,14.4622319309006,13.7480150475301,Decrease,188,0.277605418363564,0
109,middle,later,eye_closed,Right_Parietal,theta,4-8Hz,14.7015470107431,13.7480150475301,Decrease,194,0.208701910672357,0
109,early,middle,eye_closed,Left_Occipital,theta,4-8Hz,14.3975890983833,14.6847668230227,Increase,116,0.331334906503133,0
109,early,later,eye_closed,Left_Occipital,theta,4-8Hz,14.3975890983833,13.8553101933802,Decrease,174,0.492893296439634,0
109,middle,later,eye_closed,Left_Occipital,theta,4-8Hz,14.6847668230227,13.8553101933802,Decrease,184,0.331334906503133,0
109,early,middle,eye_closed,Right_Occipital,theta,4-8Hz,14.4285297029715,14.7040100657222,Increase,114,0.303681109722319,0
109,early,later,eye_closed,Right_Occipital,theta,4-8Hz,14.4285297029715,13.8290108549352,Decrease,179,0.407346960940474,0
109,middle,later,eye_closed,Right_Occipital,theta,4-8Hz,14.7040100657222,13.8290108549352,Decrease,192,0.230139340443417,0
109,early,middle,eye_open,Left_Frontal,alpha,9-13Hz,13.1304736995803,13.3833629692736,Increase,112,0.277605418363564,0
109,early,later,eye_open,Left_Frontal,alpha,9-13Hz,13.1304736995803,13.7679853868632,Increase,107,0.219232533281333,0
109,middle,later,eye_open,Left_Frontal,alpha,9-13Hz,13.3833629692736,13.7679853868632,Increase,126,0.492893296439634,0
109,early,middle,eye_open,Right_Frontal,alpha,9-13Hz,12.7765729219776,13.2818745694365,Increase,92,0.097490596202208,0
109,early,later,eye_open,Right_Frontal,alpha,9-13Hz,12.7765729219776,13.7268929235033,Increase,117,0.345753978677278,0
109,middle,later,eye_open,Right_Frontal,alpha,9-13Hz,13.2818745694365,13.7268929235033,Increase,130,0.567709166197353,0
109,early,middle,eye_open,Left_Temporal,alpha,9-13Hz,13.0178357853121,13.406867104694,Increase,108,0.230139340443417,0
109,early,later,eye_open,Left_Temporal,alpha,9-13Hz,13.0178357853121,13.7358793429568,Increase,100,0.15312745101967,0
109,middle,later,eye_open,Left_Temporal,alpha,9-13Hz,13.406867104694,13.7358793429568,Increase,124,0.457568175062507,0
109,early,middle,eye_open,Right_Temporal,alpha,9-13Hz,12.8483111036807,13.3027197822306,Increase,103,0.179318236045376,0
109,early,later,eye_open,Right_Temporal,alpha,9-13Hz,12.8483111036807,13.867813593133,Increase,97,0.129953390214931,0
109,middle,later,eye_open,Right_Temporal,alpha,9-13Hz,13.3027197822306,13.867813593133,Increase,128,0.529629670287596,0
109,early,middle,eye_open,Left_Parietal,alpha,9-13Hz,12.9366427823903,13.3612581478181,Increase,106,0.208701910672357,0
109,early,later,eye_open,Left_Parietal,alpha,9-13Hz,12.9366427823903,13.7865486668669,Increase,102,0.170241395909614,0
109,middle,later,eye_open,Left_Parietal,alpha,9-13Hz,13.3612581478181,13.7865486668669,Increase,121,0.407346960940474,0
109,early,middle,eye_open,Right_Parietal,alpha,9-13Hz,12.8479755626834,13.3048131988582,Increase,105,0.198542793686662,0
109,early,later,eye_open,Right_Parietal,alpha,9-13Hz,12.8479755626834,13.8317430709646,Increase,96,0.122865441229318,0
109,middle,later,eye_open,Right_Parietal,alpha,9-13Hz,13.3048131988582,13.8317430709646,Increase,128,0.529629670287596,0
109,early,middle,eye_open,Left_Occipital,alpha,9-13Hz,12.8298255997791,13.3286095021017,Increase,102,0.170241395909614,0
109,early,later,eye_open,Left_Occipital,alpha,9-13Hz,12.8298255997791,13.8561716151408,Increase,93,0.103403776769015,0
109,middle,later,eye_open,Left_Occipital,alpha,9-13Hz,13.3286095021017,13.8561716151408,Increase,120,0.391365938307552,0
109,early,middle,eye_open,Right_Occipital,alpha,9-13Hz,12.8122104525591,13.3250420138114,Increase,105,0.198542793686662,0
109,early,later,eye_open,Right_Occipital,alpha,9-13Hz,12.8122104525591,13.8464803293281,Increase,94,0.109598583399116,0
109,middle,later,eye_open,Right_Occipital,alpha,9-13Hz,13.3250420138114,13.8464803293281,Increase,119,0.37577150825113,0
109,early,middle,eye_closed,Left_Frontal,alpha,9-13Hz,13.1128026630315,13.1824852632838,Increase,160,0.775096962195985,0
109,early,later,eye_closed,Left_Frontal,alpha,9-13Hz,13.1128026630315,13.202319424487,Increase,145,0.886403006367064,0
109,middle,later,eye_closed,Left_Frontal,alpha,9-13Hz,13.1824852632838,13.202319424487,Increase,147,0.931693545566772,0
109,early,middle,eye_closed,Right_Frontal,alpha,9-13Hz,13.3442351588397,13.7795841257865,Increase,116,0.331334906503133,0
109,early,later,eye_closed,Right_Frontal,alpha,9-13Hz,13.3442351588397,12.8664802996931,Decrease,179,0.407346960940474,0
109,middle,later,eye_closed,Right_Frontal,alpha,9-13Hz,13.7795841257865,12.8664802996931,Decrease,210,0.0864762654936657,0
109,early,middle,eye_closed,Left_Temporal,alpha,9-13Hz,13.2596960070222,13.235077093054,Decrease,163,0.710318348253685,0
109,early,later,eye_closed,Left_Temporal,alpha,9-13Hz,13.2596960070222,13.0774307094916,Decrease,153,0.931693545566772,0
109,middle,later,eye_closed,Left_Temporal,alpha,9-13Hz,13.235077093054,13.0774307094916,Decrease,156,0.863886790544927,0
109,early,middle,eye_closed,Right_Temporal,alpha,9-13Hz,13.3089323027668,13.4993011185878,Increase,127,0.51108906411744,0
109,early,later,eye_closed,Right_Temporal,alpha,9-13Hz,13.3089323027668,12.9526931548796,Decrease,174,0.492893296439634,0
109,middle,later,eye_closed,Right_Temporal,alpha,9-13Hz,13.4993011185878,12.9526931548796,Decrease,184,0.331334906503133,0
109,early,middle,eye_closed,Left_Parietal,alpha,9-13Hz,13.3758836481698,13.3981818223871,Increase,167,0.627169753539399,0
109,early,later,eye_closed,Left_Parietal,alpha,9-13Hz,13.3758836481698,13.0382553808921,Decrease,163,0.710318348253685,0
109,middle,later,eye_closed,Left_Parietal,alpha,9-13Hz,13.3981818223871,13.0382553808921,Decrease,163,0.710318348253685,0
109,early,middle,eye_closed,Right_Parietal,alpha,9-13Hz,13.3535658602148,13.5476390939766,Increase,130,0.567709166197353,0
109,early,later,eye_closed,Right_Parietal,alpha,9-13Hz,13.3535658602148,12.9352023617984,Decrease,176,0.457568175062507,0
109,middle,later,eye_closed,Right_Parietal,alpha,9-13Hz,13.5476390939766,12.9352023617984,Decrease,176,0.457568175062507,0
109,early,middle,eye_closed,Left_Occipital,alpha,9-13Hz,13.423285472571,13.4571970530533,Increase,153,0.931693545566772,0
109,early,later,eye_closed,Left_Occipital,alpha,9-13Hz,13.423285472571,12.8878220064776,Decrease,172,0.529629670287596,0
109,middle,later,eye_closed,Left_Occipital,alpha,9-13Hz,13.4571970530533,12.8878220064776,Decrease,171,0.548506235500147,0
109,early,middle,eye_closed,Right_Occipital,alpha,9-13Hz,13.4157576030652,13.5228550998891,Increase,143,0.841480581121794,0
109,early,later,eye_closed,Right_Occipital,alpha,9-13Hz,13.4157576030652,12.8463519086441,Decrease,175,0.475050524053953,0
109,middle,later,eye_closed,Right_Occipital,alpha,9-13Hz,13.5228550998891,12.8463519086441,Decrease,173,0.51108906411744,0
110,early,middle,eye_open,Left_Frontal,theta,4-8Hz,15.26241159072,16.7340795437595,Increase,50,0.00427473396017257,1
110,early,later,eye_open,Left_Frontal,theta,4-8Hz,15.26241159072,14.5765798888993,Decrease,191,0.241426553382044,0
110,middle,later,eye_open,Left_Frontal,theta,4-8Hz,16.7340795437595,14.5765798888993,Decrease,255,0.00269979606326019,1
110,early,middle,eye_open,Right_Frontal,theta,4-8Hz,14.513012821906,16.8287867716575,Increase,21,0.000228062095878625,1
110,early,later,eye_open,Right_Frontal,theta,4-8Hz,14.513012821906,15.2256264677101,Increase,112,0.277605418363564,0
110,middle,later,eye_open,Right_Frontal,theta,4-8Hz,16.8287867716575,15.2256264677101,Decrease,226,0.0298987911015437,1
110,early,middle,eye_open,Left_Temporal,theta,4-8Hz,15.2875608833495,16.7826062751881,Increase,51,0.00467562658909552,1
110,early,later,eye_open,Left_Temporal,theta,4-8Hz,15.2875608833495,14.523889168156,Decrease,188,0.277605418363564,0
110,middle,later,eye_open,Left_Temporal,theta,4-8Hz,16.7826062751881,14.523889168156,Decrease,256,0.00245712983222335,1
110,early,middle,eye_open,Right_Temporal,theta,4-8Hz,14.7939375123929,16.6909652158776,Increase,39,0.00151691167732165,1
110,early,later,eye_open,Right_Temporal,theta,4-8Hz,14.7939375123929,15.0504845168902,Increase,148,0.954431397113681,0
110,middle,later,eye_open,Right_Temporal,theta,4-8Hz,16.6909652158776,15.0504845168902,Decrease,228,0.0258424338448698,1
110,early,middle,eye_open,Left_Parietal,theta,4-8Hz,15.2244082381959,16.7934300563095,Increase,52,0.00511026066085587,1
110,early,later,eye_open,Left_Parietal,theta,4-8Hz,15.2244082381959,14.6381852961283,Decrease,185,0.317310507862914,0
110,middle,later,eye_open,Left_Parietal,theta,4-8Hz,16.7934300563095,14.6381852961283,Decrease,252,0.00356503463085317,1
110,early,middle,eye_open,Right_Parietal,theta,4-8Hz,14.8324807983306,16.6869988687259,Increase,40,0.00167307472215232,1
110,early,later,eye_open,Right_Parietal,theta,4-8Hz,14.8324807983306,14.9560614712542,Increase,157,0.841480581121794,0
110,middle,later,eye_open,Right_Parietal,theta,4-8Hz,16.6869988687259,14.9560614712542,Decrease,235,0.0151584388774395,1
110,early,middle,eye_open,Left_Occipital,theta,4-8Hz,15.1263385665873,16.755303522222,Increase,48,0.00356503463085317,1
110,early,later,eye_open,Left_Occipital,theta,4-8Hz,15.1263385665873,14.71738201958,Decrease,169,0.587228165762067,0
110,middle,later,eye_open,Left_Occipital,theta,4-8Hz,16.755303522222,14.71738201958,Decrease,240,0.0101279905493907,1
110,early,middle,eye_open,Right_Occipital,theta,4-8Hz,15.0382109126679,16.759981316666,Increase,46,0.0029641781671731,1
110,early,later,eye_open,Right_Occipital,theta,4-8Hz,15.0382109126679,14.8158048186876,Decrease,162,0.731705934672859,0
110,middle,later,eye_open,Right_Occipital,theta,4-8Hz,16.759981316666,14.8158048186876,Decrease,243,0.00788060407334873,1
110,early,middle,eye_closed,Left_Frontal,theta,4-8Hz,14.6131348563667,16.2842894549646,Increase,37,0.00124410185384206,1
110,early,later,eye_closed,Left_Frontal,theta,4-8Hz,14.6131348563667,15.5714174283685,Increase,92,0.097490596202208,0
110,middle,later,eye_closed,Left_Frontal,theta,4-8Hz,16.2842894549646,15.5714174283685,Decrease,186,0.303681109722319,0
110,early,middle,eye_closed,Right_Frontal,theta,4-8Hz,14.4711751270658,16.2343226525946,Increase,36,0.00112539778705037,1
110,early,later,eye_closed,Right_Frontal,theta,4-8Hz,14.4711751270658,14.9755333049503,Increase,128,0.529629670287596,0
110,middle,later,eye_closed,Right_Frontal,theta,4-8Hz,16.2343226525946,14.9755333049503,Decrease,213,0.0718606382258516,0
110,early,middle,eye_closed,Left_Temporal,theta,4-8Hz,14.7120816614541,16.2173297559934,Increase,55,0.00664188547642663,1
110,early,later,eye_closed,Left_Temporal,theta,4-8Hz,14.7120816614541,15.5666401779366,Increase,95,0.116083133738655,0
110,middle,later,eye_closed,Left_Temporal,theta,4-8Hz,16.2173297559934,15.5666401779366,Decrease,184,0.331334906503133,0
110,early,middle,eye_closed,Right_Temporal,theta,4-8Hz,14.7608006048588,16.3707118479473,Increase,53,0.0055810915679557,1
110,early,later,eye_closed,Right_Temporal,theta,4-8Hz,14.7608006048588,15.2528955320822,Increase,121,0.407346960940474,0
110,middle,later,eye_closed,Right_Temporal,theta,4-8Hz,16.3707118479473,15.2528955320822,Decrease,209,0.0918508439618684,0
110,early,middle,eye_closed,Left_Parietal,theta,4-8Hz,14.8695469243399,16.1614749435879,Increase,76,0.0344908717639674,1
110,early,later,eye_closed,Left_Parietal,theta,4-8Hz,14.8695469243399,15.4847683236196,Increase,107,0.219232533281333,0
110,middle,later,eye_closed,Left_Parietal,theta,4-8Hz,16.1614749435879,15.4847683236196,Decrease,180,0.391365938307552,0
110,early,middle,eye_closed,Right_Parietal,theta,4-8Hz,14.8130809132261,16.3654574800261,Increase,54,0.00609071766246411,1
110,early,later,eye_closed,Right_Parietal,theta,4-8Hz,14.8130809132261,15.3232286814973,Increase,122,0.423710797166793,0
110,middle,later,eye_closed,Right_Parietal,theta,4-8Hz,16.3654574800261,15.3232286814973,Decrease,205,0.116083133738655,0
110,early,middle,eye_closed,Left_Occipital,theta,4-8Hz,14.8968986430547,16.3534713792359,Increase,64,0.0140046983395002,1
110,early,later,eye_closed,Left_Occipital,theta,4-8Hz,14.8968986430547,15.4456723801208,Increase,115,0.317310507862914,0
110,middle,later,eye_closed,Left_Occipital,theta,4-8Hz,16.3534713792359,15.4456723801208,Decrease,200,0.15312745101967,0
110,early,middle,eye_closed,Right_Occipital,theta,4-8Hz,14.8419242861418,16.3933172858269,Increase,57,0.00788060407334873,1
110,early,later,eye_closed,Right_Occipital,theta,4-8Hz,14.8419242861418,15.422085450493,Increase,112,0.277605418363564,0
110,middle,later,eye_closed,Right_Occipital,theta,4-8Hz,16.3933172858269,15.422085450493,Decrease,198,0.170241395909614,0
110,early,middle,eye_open,Left_Frontal,alpha,9-13Hz,13.3389277470755,15.1987625744359,Increase,49,0.00390526507365184,1
