Subject,Stage,Event,Region,FrequencyBand,FreqRange_Hz,MeanPower_dB,StdPower_dB,N_Windows
106,early,eye_open,Right_Parietal,alpha,9-13Hz,13.7352047474241,1.76004327550263,24
106,later,eye_open,Right_Parietal,alpha,9-13Hz,12.289554324108,2.45033357381204,24
106,early,eye_open,Left_Occipital,alpha,9-13Hz,13.7682409273425,1.84655102878106,24
106,later,eye_open,Left_Occipital,alpha,9-13Hz,12.48587476759,2.42612162144182,24
106,early,eye_open,Right_Occipital,alpha,9-13Hz,13.7625643231628,1.79482096135366,24
106,later,eye_open,Right_Occipital,alpha,9-13Hz,12.4068949042663,2.45409349200432,24
106,early,eye_closed,Left_Frontal,alpha,9-13Hz,13.4632482910354,1.68453506006033,24
106,later,eye_closed,Left_Frontal,alpha,9-13Hz,13.0265160230792,2.40436683490605,24
106,early,eye_closed,Right_Frontal,alpha,9-13Hz,13.4574407600217,1.6890316918627,24
106,later,eye_closed,Right_Frontal,alpha,9-13Hz,13.2184498896502,1.92755953917767,24
106,early,eye_closed,Left_Temporal,alpha,9-13Hz,13.488717848804,1.73309378540408,24
106,later,eye_closed,Left_Temporal,alpha,9-13Hz,13.1018325650871,2.38890132390809,24
106,early,eye_closed,Right_Temporal,alpha,9-13Hz,13.4104724967412,1.72425304938732,24
106,later,eye_closed,Right_Temporal,alpha,9-13Hz,13.1248438763603,2.18128287371799,24
106,early,eye_closed,Left_Parietal,alpha,9-13Hz,13.4150252616548,1.8696276843996,24
106,later,eye_closed,Left_Parietal,alpha,9-13Hz,13.0554476579144,2.43453733655045,24
106,early,eye_closed,Right_Parietal,alpha,9-13Hz,13.386715678376,1.79694473042783,24
106,later,eye_closed,Right_Parietal,alpha,9-13Hz,13.0595168023204,2.36432573533084,24
106,early,eye_closed,Left_Occipital,alpha,9-13Hz,13.3265359054769,2.05823469086738,24
106,later,eye_closed,Left_Occipital,alpha,9-13Hz,13.0299247021773,2.45111807957326,24
106,early,eye_closed,Right_Occipital,alpha,9-13Hz,13.3492010914784,1.92821660069096,24
106,later,eye_closed,Right_Occipital,alpha,9-13Hz,13.0343166673803,2.48842810178656,24
107,early,eye_open,Left_Frontal,theta,4-8Hz,14.1803023936184,1.74169231330486,24
107,later,eye_open,Left_Frontal,theta,4-8Hz,13.672292729308,2.29221960103732,24
107,early,eye_open,Right_Frontal,theta,4-8Hz,14.3232658259003,2.6362622015552,24
107,later,eye_open,Right_Frontal,theta,4-8Hz,12.8942865409198,2.04758435239068,24
107,early,eye_open,Left_Temporal,theta,4-8Hz,14.1612955160398,1.86748216394652,24
107,later,eye_open,Left_Temporal,theta,4-8Hz,13.645686388708,2.32135203539948,24
107,early,eye_open,Right_Temporal,theta,4-8Hz,14.3357627091014,2.22308283252626,24
107,later,eye_open,Right_Temporal,theta,4-8Hz,13.4537000193201,2.09660533250661,24
107,early,eye_open,Left_Parietal,theta,4-8Hz,14.2049550755818,1.8218230611165,24
107,later,eye_open,Left_Parietal,theta,4-8Hz,13.6025468298041,2.31724510424666,24
107,early,eye_open,Right_Parietal,theta,4-8Hz,14.3447733541726,2.11363518412562,24
107,later,eye_open,Right_Parietal,theta,4-8Hz,13.5040016990861,2.15178429598167,24
107,early,eye_open,Left_Occipital,theta,4-8Hz,14.2678894429903,1.90049173621184,24
107,later,eye_open,Left_Occipital,theta,4-8Hz,13.5853066782829,2.30893513875193,24
107,early,eye_open,Right_Occipital,theta,4-8Hz,14.3111467679143,1.9487202231787,24
107,later,eye_open,Right_Occipital,theta,4-8Hz,13.5639809571854,2.2726744925099,24
107,early,eye_closed,Left_Frontal,theta,4-8Hz,14.0360910899149,2.46470812544903,24
107,later,eye_closed,Left_Frontal,theta,4-8Hz,14.5529498071479,2.31114984412438,24
107,early,eye_closed,Right_Frontal,theta,4-8Hz,13.5262333239268,1.78814264242569,24
107,later,eye_closed,Right_Frontal,theta,4-8Hz,14.353454583826,2.07683434124242,24
107,early,eye_closed,Left_Temporal,theta,4-8Hz,13.8048101846899,2.42450321962299,24
107,later,eye_closed,Left_Temporal,theta,4-8Hz,14.3069703530233,2.58162331470283,24
107,early,eye_closed,Right_Temporal,theta,4-8Hz,13.8045457569316,1.89319946422767,24
107,later,eye_closed,Right_Temporal,theta,4-8Hz,14.1582962357439,2.47753143029346,24
107,early,eye_closed,Left_Parietal,theta,4-8Hz,13.8527261165243,2.25151871858257,24
107,later,eye_closed,Left_Parietal,theta,4-8Hz,14.0842278598297,2.71940591194205,24
107,early,eye_closed,Right_Parietal,theta,4-8Hz,13.8351008483235,1.94066626719319,24
107,later,eye_closed,Right_Parietal,theta,4-8Hz,14.0929540195683,2.59083495253374,24
107,early,eye_closed,Left_Occipital,theta,4-8Hz,13.8689054252066,2.11005452360134,24
107,later,eye_closed,Left_Occipital,theta,4-8Hz,13.9721370626276,2.75029580698737,24
107,early,eye_closed,Right_Occipital,theta,4-8Hz,13.8537208854815,2.0679646630742,24
107,later,eye_closed,Right_Occipital,theta,4-8Hz,13.9880619972356,2.73036949050584,24
107,early,eye_open,Left_Frontal,alpha,9-13Hz,13.1141111431136,2.33680533437631,24
107,later,eye_open,Left_Frontal,alpha,9-13Hz,11.4762776953194,1.46829386287469,24
107,early,eye_open,Right_Frontal,alpha,9-13Hz,13.4359811549578,2.39005949595307,24
107,later,eye_open,Right_Frontal,alpha,9-13Hz,11.4737781087751,2.59858457396985,24
107,early,eye_open,Left_Temporal,alpha,9-13Hz,13.041055178256,2.27794052991039,24
107,later,eye_open,Left_Temporal,alpha,9-13Hz,11.6985701205797,1.71094852239185,24
107,early,eye_open,Right_Temporal,alpha,9-13Hz,13.1979501906533,2.48472451914213,24
107,later,eye_open,Right_Temporal,alpha,9-13Hz,11.6259421530126,2.53944766196828,24
107,early,eye_open,Left_Parietal,alpha,9-13Hz,12.9828109144286,2.3094769263268,24
107,later,eye_open,Left_Parietal,alpha,9-13Hz,11.7274619077291,1.97464716042403,24
107,early,eye_open,Right_Parietal,alpha,9-13Hz,13.1652877590621,2.44638419481476,24
107,later,eye_open,Right_Parietal,alpha,9-13Hz,11.6548744248553,2.50151644654475,24
107,early,eye_open,Left_Occipital,alpha,9-13Hz,12.955456016162,2.4979675547148,24
107,later,eye_open,Left_Occipital,alpha,9-13Hz,11.7232774379283,2.21833317268914,24
107,early,eye_open,Right_Occipital,alpha,9-13Hz,13.0178595931694,2.49915765738674,24
107,later,eye_open,Right_Occipital,alpha,9-13Hz,11.6707489686463,2.39846240803037,24
107,early,eye_closed,Left_Frontal,alpha,9-13Hz,12.6925877181106,1.98828974303533,24
107,later,eye_closed,Left_Frontal,alpha,9-13Hz,15.3998935697333,3.18110797192176,24
107,early,eye_closed,Right_Frontal,alpha,9-13Hz,12.7859173529416,2.42591389720394,24
107,later,eye_closed,Right_Frontal,alpha,9-13Hz,15.444153408011,3.39189799831973,24
107,early,eye_closed,Left_Temporal,alpha,9-13Hz,12.7460050747948,2.08930542277091,24
107,later,eye_closed,Left_Temporal,alpha,9-13Hz,15.4570940010412,3.35125385147919,24
107,early,eye_closed,Right_Temporal,alpha,9-13Hz,12.7244771636154,2.22395248120982,24
107,later,eye_closed,Right_Temporal,alpha,9-13Hz,15.4578345358067,3.47360791674401,24
107,early,eye_closed,Left_Parietal,alpha,9-13Hz,12.8419609272102,2.0494731198973,24
107,later,eye_closed,Left_Parietal,alpha,9-13Hz,15.3933561189054,3.53926407133389,24
107,early,eye_closed,Right_Parietal,alpha,9-13Hz,12.6271108301349,2.19219302192573,24
107,later,eye_closed,Right_Parietal,alpha,9-13Hz,15.4582030036471,3.47804894427906,24
107,early,eye_closed,Left_Occipital,alpha,9-13Hz,12.7836988776149,2.13871313981595,24
107,later,eye_closed,Left_Occipital,alpha,9-13Hz,15.4089248669992,3.52614495347253,24
107,early,eye_closed,Right_Occipital,alpha,9-13Hz,12.6919644363656,2.2338031785379,24
107,later,eye_closed,Right_Occipital,alpha,9-13Hz,15.4204989179865,3.51777184146805,24
108,early,eye_open,Left_Frontal,theta,4-8Hz,15.8945641954731,2.48066625260063,24
108,middle,eye_open,Left_Frontal,theta,4-8Hz,15.5180389931426,2.02834662033078,24
108,later,eye_open,Left_Frontal,theta,4-8Hz,13.7302798137172,2.50471481612318,24
108,early,eye_open,Right_Frontal,theta,4-8Hz,15.379260937922,2.27514298656319,24
108,middle,eye_open,Right_Frontal,theta,4-8Hz,15.1288944851448,2.13594602352494,24
108,later,eye_open,Right_Frontal,theta,4-8Hz,13.9387587963929,2.24952104523651,24
108,early,eye_open,Left_Temporal,theta,4-8Hz,15.9061389777219,2.38220239701116,24
108,middle,eye_open,Left_Temporal,theta,4-8Hz,15.5709575938027,1.86544729169816,24
108,later,eye_open,Left_Temporal,theta,4-8Hz,13.6087538383373,2.5592077985886,24
108,early,eye_open,Right_Temporal,theta,4-8Hz,15.4626225642462,2.43094144460722,24
108,middle,eye_open,Right_Temporal,theta,4-8Hz,15.3062316111961,2.10718901142183,24
108,later,eye_open,Right_Temporal,theta,4-8Hz,13.830305120073,2.14096803484935,24
108,early,eye_open,Left_Parietal,theta,4-8Hz,15.7588405019792,2.51481726287669,24
108,middle,eye_open,Left_Parietal,theta,4-8Hz,15.5867827704064,1.82717812340988,24
108,later,eye_open,Left_Parietal,theta,4-8Hz,13.6244748802168,2.29811899746763,24
108,early,eye_open,Right_Parietal,theta,4-8Hz,15.4728246224775,2.45987165404981,24
108,middle,eye_open,Right_Parietal,theta,4-8Hz,15.3491691369568,2.07016022125744,24
108,later,eye_open,Right_Parietal,theta,4-8Hz,13.7780578145458,2.12705171380813,24
108,early,eye_open,Left_Occipital,theta,4-8Hz,15.6876855194446,2.40002862997869,24
108,middle,eye_open,Left_Occipital,theta,4-8Hz,15.5144322913281,1.91157897902565,24
108,later,eye_open,Left_Occipital,theta,4-8Hz,13.675244840213,2.167564508794,24
108,early,eye_open,Right_Occipital,theta,4-8Hz,15.6068549444906,2.41475149990161,24
108,middle,eye_open,Right_Occipital,theta,4-8Hz,15.4602094371346,1.97139908173286,24
108,later,eye_open,Right_Occipital,theta,4-8Hz,13.6940695766447,2.13779016395847,24
108,early,eye_closed,Left_Frontal,theta,4-8Hz,14.695139914156,2.40648629277415,24
108,middle,eye_closed,Left_Frontal,theta,4-8Hz,14.6141272576801,2.15695756631471,24
108,later,eye_closed,Left_Frontal,theta,4-8Hz,14.0049036792402,2.15564616802367,24
108,early,eye_closed,Right_Frontal,theta,4-8Hz,15.4139724171031,2.03397391592391,24
108,middle,eye_closed,Right_Frontal,theta,4-8Hz,14.9672668778813,1.96498268575499,24
108,later,eye_closed,Right_Frontal,theta,4-8Hz,14.0922464624994,1.85484609622253,24
108,early,eye_closed,Left_Temporal,theta,4-8Hz,14.8068810620698,2.3761622236739,24
108,middle,eye_closed,Left_Temporal,theta,4-8Hz,14.7922077800559,2.18023771912331,24
108,later,eye_closed,Left_Temporal,theta,4-8Hz,13.8403590888092,2.36025078082218,24
108,early,eye_closed,Right_Temporal,theta,4-8Hz,15.2003530478593,2.08047247994846,24
108,middle,eye_closed,Right_Temporal,theta,4-8Hz,14.8521790129848,2.14555807246254,24
108,later,eye_closed,Right_Temporal,theta,4-8Hz,13.8577095995067,2.17708554139955,24
108,early,eye_closed,Left_Parietal,theta,4-8Hz,14.8398461608779,2.30303374347768,24
108,middle,eye_closed,Left_Parietal,theta,4-8Hz,14.893485810889,2.08852477942795,24
108,later,eye_closed,Left_Parietal,theta,4-8Hz,13.9513392978402,2.24993826294552,24
108,early,eye_closed,Right_Parietal,theta,4-8Hz,15.1102157279776,2.12790209666752,24
108,middle,eye_closed,Right_Parietal,theta,4-8Hz,14.8494342939025,2.16528049740248,24
108,later,eye_closed,Right_Parietal,theta,4-8Hz,13.8918944294526,2.18635250155284,24
108,early,eye_closed,Left_Occipital,theta,4-8Hz,14.830713436991,2.35042308501039,24
108,middle,eye_closed,Left_Occipital,theta,4-8Hz,14.9245609645378,2.04750359754582,24
108,later,eye_closed,Left_Occipital,theta,4-8Hz,13.9857953106071,2.20571970469136,24
108,early,eye_closed,Right_Occipital,theta,4-8Hz,14.9049861563112,2.22439252219672,24
108,middle,eye_closed,Right_Occipital,theta,4-8Hz,14.9201326446792,2.0527919376268,24
108,later,eye_closed,Right_Occipital,theta,4-8Hz,13.9638151862678,2.20269429584971,24
108,early,eye_open,Left_Frontal,alpha,9-13Hz,14.8650049557687,2.08639452601125,24
108,middle,eye_open,Left_Frontal,alpha,9-13Hz,14.5775386944699,1.89610123373628,24
108,later,eye_open,Left_Frontal,alpha,9-13Hz,13.1542804903501,2.65258933168418,24
108,early,eye_open,Right_Frontal,alpha,9-13Hz,14.5629534581752,2.0679434067136,24
108,middle,eye_open,Right_Frontal,alpha,9-13Hz,14.1346621846506,2.17298852473737,24
108,later,eye_open,Right_Frontal,alpha,9-13Hz,12.8059544826536,2.43798106063888,24
108,early,eye_open,Left_Temporal,alpha,9-13Hz,14.9572306611757,2.17437991393815,24
108,middle,eye_open,Left_Temporal,alpha,9-13Hz,14.6269415217005,1.94529879653408,24
108,later,eye_open,Left_Temporal,alpha,9-13Hz,12.8703057355322,2.93504637559241,24
108,early,eye_open,Right_Temporal,alpha,9-13Hz,14.7873107657978,2.10722176432976,24
108,middle,eye_open,Right_Temporal,alpha,9-13Hz,14.3584634267169,2.1218744700572,24
108,later,eye_open,Right_Temporal,alpha,9-13Hz,12.4546956023926,3.00043115258544,24
108,early,eye_open,Left_Parietal,alpha,9-13Hz,15.0023852677829,2.14979517141668,24
108,middle,eye_open,Left_Parietal,alpha,9-13Hz,14.6016682974923,2.0318805286752,24
108,later,eye_open,Left_Parietal,alpha,9-13Hz,12.7650117597775,2.95853120738122,24
108,early,eye_open,Right_Parietal,alpha,9-13Hz,14.8765917010682,2.08432395537712,24
108,middle,eye_open,Right_Parietal,alpha,9-13Hz,14.4070098704331,2.11501309115438,24
108,later,eye_open,Right_Parietal,alpha,9-13Hz,12.5193113696662,2.9284965200762,24
108,early,eye_open,Left_Occipital,alpha,9-13Hz,14.98451974899,2.13658335568245,24
108,middle,eye_open,Left_Occipital,alpha,9-13Hz,14.5616335516651,2.06810991262905,24
108,later,eye_open,Left_Occipital,alpha,9-13Hz,12.6465831875908,2.98306648668024,24
108,early,eye_open,Right_Occipital,alpha,9-13Hz,14.9610301580556,2.12032535317692,24
108,middle,eye_open,Right_Occipital,alpha,9-13Hz,14.4998953588817,2.10228706828939,24
108,later,eye_open,Right_Occipital,alpha,9-13Hz,12.6010952307856,2.97228187110082,24
108,early,eye_closed,Left_Frontal,alpha,9-13Hz,14.0890307370712,2.40533364887835,24
108,middle,eye_closed,Left_Frontal,alpha,9-13Hz,14.3846647737859,1.781723494649,24
108,later,eye_closed,Left_Frontal,alpha,9-13Hz,13.6862934037716,2.49254632202793,24
108,early,eye_closed,Right_Frontal,alpha,9-13Hz,15.2948509715725,2.25369844369332,24
108,middle,eye_closed,Right_Frontal,alpha,9-13Hz,14.6922741735347,2.1910218308047,24
108,later,eye_closed,Right_Frontal,alpha,9-13Hz,13.2019118714976,2.24372166919531,24
108,early,eye_closed,Left_Temporal,alpha,9-13Hz,14.1518855939107,2.15828776696246,24
108,middle,eye_closed,Left_Temporal,alpha,9-13Hz,14.3911468452091,1.69062973618736,24
108,later,eye_closed,Left_Temporal,alpha,9-13Hz,13.6025049126523,2.4493608122726,24
108,early,eye_closed,Right_Temporal,alpha,9-13Hz,14.9185625828339,2.21481144848042,24
108,middle,eye_closed,Right_Temporal,alpha,9-13Hz,14.4415664067664,1.99188702371507,24
108,later,eye_closed,Right_Temporal,alpha,9-13Hz,13.3512237238726,2.29857404725415,24
108,early,eye_closed,Left_Parietal,alpha,9-13Hz,14.2464823528277,2.10130714240348,24
108,middle,eye_closed,Left_Parietal,alpha,9-13Hz,14.3964417551098,1.73976828878376,24
108,later,eye_closed,Left_Parietal,alpha,9-13Hz,13.4968099670283,2.46364041200877,24
108,early,eye_closed,Right_Parietal,alpha,9-13Hz,14.789010728167,2.20165495175998,24
108,middle,eye_closed,Right_Parietal,alpha,9-13Hz,14.4528413299249,1.90992273931269,24
108,later,eye_closed,Right_Parietal,alpha,9-13Hz,13.3769716797374,2.29889273977028,24
108,early,eye_closed,Left_Occipital,alpha,9-13Hz,14.3188965563935,2.31758708776992,24
108,middle,eye_closed,Left_Occipital,alpha,9-13Hz,14.4725451157099,1.73608812597759,24
108,later,eye_closed,Left_Occipital,alpha,9-13Hz,13.4414388613426,2.33179906105802,24
108,early,eye_closed,Right_Occipital,alpha,9-13Hz,14.4816021010926,2.2494933295406,24
108,middle,eye_closed,Right_Occipital,alpha,9-13Hz,14.4849465654384,1.77061455968885,24
108,later,eye_closed,Right_Occipital,alpha,9-13Hz,13.4089246877395,2.30661822787786,24
109,early,eye_open,Left_Frontal,theta,4-8Hz,13.7951757663635,2.11845069197977,24
109,middle,eye_open,Left_Frontal,theta,4-8Hz,14.1509542913626,1.85256630322591,24
109,later,eye_open,Left_Frontal,theta,4-8Hz,15.288929637002,2.74827976643396,24
109,early,eye_open,Right_Frontal,theta,4-8Hz,13.123604970695,2.30960992824822,24
109,middle,eye_open,Right_Frontal,theta,4-8Hz,13.4958535387441,2.20644430841646,24
109,later,eye_open,Right_Frontal,theta,4-8Hz,14.9730579815781,2.40384028443147,24
109,early,eye_open,Left_Temporal,theta,4-8Hz,13.7122487054171,2.29042916020855,24
109,middle,eye_open,Left_Temporal,theta,4-8Hz,14.1010374153269,2.04615492859111,24
109,later,eye_open,Left_Temporal,theta,4-8Hz,15.3789280620899,2.74507111054703,24
109,early,eye_open,Right_Temporal,theta,4-8Hz,13.2195402163172,2.461713647704,24
109,middle,eye_open,Right_Temporal,theta,4-8Hz,13.5620648638455,2.2925968568777,24
109,later,eye_open,Right_Temporal,theta,4-8Hz,15.1161622329793,2.37197706533093,24
109,early,eye_open,Left_Parietal,theta,4-8Hz,13.6112113962284,2.31615630643786,24
109,middle,eye_open,Left_Parietal,theta,4-8Hz,13.9900759240686,2.2072877040937,24
109,later,eye_open,Left_Parietal,theta,4-8Hz,15.3484125807973,2.7333480908426,24
109,early,eye_open,Right_Parietal,theta,4-8Hz,13.2971727081217,2.38623020143779,24
109,middle,eye_open,Right_Parietal,theta,4-8Hz,13.5820464300298,2.32907378363394,24
109,later,eye_open,Right_Parietal,theta,4-8Hz,15.1450342715513,2.44877940345039,24
109,early,eye_open,Left_Occipital,theta,4-8Hz,13.4742365532705,2.33669763193473,24
109,middle,eye_open,Left_Occipital,theta,4-8Hz,13.8592006260708,2.27598162435761,24
109,later,eye_open,Left_Occipital,theta,4-8Hz,15.2580484624765,2.67868731941901,24
109,early,eye_open,Right_Occipital,theta,4-8Hz,13.3553888318913,2.40415141574097,24
109,middle,eye_open,Right_Occipital,theta,4-8Hz,13.781745102429,2.29518033784415,24
109,later,eye_open,Right_Occipital,theta,4-8Hz,15.1875420723106,2.65518901024278,24
109,early,eye_closed,Left_Frontal,theta,4-8Hz,14.5177520587679,1.99330204663736,24
109,middle,eye_closed,Left_Frontal,theta,4-8Hz,14.6364448102811,2.07377115079406,24
109,later,eye_closed,Left_Frontal,theta,4-8Hz,14.1196541621285,2.33215658662729,24
109,early,eye_closed,Right_Frontal,theta,4-8Hz,14.4996187339555,2.33604128959326,24
109,middle,eye_closed,Right_Frontal,theta,4-8Hz,14.7113864633909,2.22257640995398,24
109,later,eye_closed,Right_Frontal,theta,4-8Hz,14.0273376948509,1.88041180025569,24
109,early,eye_closed,Left_Temporal,theta,4-8Hz,14.4202169541559,2.3479894594948,24
109,middle,eye_closed,Left_Temporal,theta,4-8Hz,14.6255567582809,2.26501062905606,24
109,later,eye_closed,Left_Temporal,theta,4-8Hz,13.9678660276393,2.46160548647211,24
109,early,eye_closed,Right_Temporal,theta,4-8Hz,14.4621045827518,2.37643207694085,24
109,middle,eye_closed,Right_Temporal,theta,4-8Hz,14.6948318159889,2.57934106663749,24
109,later,eye_closed,Right_Temporal,theta,4-8Hz,13.8212924399691,2.13556351572471,24
109,early,eye_closed,Left_Parietal,theta,4-8Hz,14.3774395428404,2.48455918918703,24
109,middle,eye_closed,Left_Parietal,theta,4-8Hz,14.6473846329829,2.44480958371219,24
109,later,eye_closed,Left_Parietal,theta,4-8Hz,13.7765725510505,2.74351029954087,24
109,early,eye_closed,Right_Parietal,theta,4-8Hz,14.4622319309006,2.38568871788378,24
109,middle,eye_closed,Right_Parietal,theta,4-8Hz,14.7015470107431,2.59236446566851,24
109,later,eye_closed,Right_Parietal,theta,4-8Hz,13.7480150475301,2.22971087766489,24
109,early,eye_closed,Left_Occipital,theta,4-8Hz,14.3975890983833,2.50049089294695,24
109,middle,eye_closed,Left_Occipital,theta,4-8Hz,14.6847668230227,2.504734574162,24
109,later,eye_closed,Left_Occipital,theta,4-8Hz,13.8553101933802,2.32884213038423,24
109,early,eye_closed,Right_Occipital,theta,4-8Hz,14.4285297029715,2.45384451929779,24
109,middle,eye_closed,Right_Occipital,theta,4-8Hz,14.7040100657222,2.52608597236685,24
109,later,eye_closed,Right_Occipital,theta,4-8Hz,13.8290108549352,2.25988757071255,24
109,early,eye_open,Left_Frontal,alpha,9-13Hz,13.1304736995803,2.15674109919028,24
109,middle,eye_open,Left_Frontal,alpha,9-13Hz,13.3833629692736,1.70328148924036,24
109,later,eye_open,Left_Frontal,alpha,9-13Hz,13.7679853868632,2.09519784500205,24
109,early,eye_open,Right_Frontal,alpha,9-13Hz,12.7765729219776,2.36901534260416,24
109,middle,eye_open,Right_Frontal,alpha,9-13Hz,13.2818745694365,1.94672785942207,24
109,later,eye_open,Right_Frontal,alpha,9-13Hz,13.7268929235033,2.28586621291796,24
109,early,eye_open,Left_Temporal,alpha,9-13Hz,13.0178357853121,2.23787812455154,24
109,middle,eye_open,Left_Temporal,alpha,9-13Hz,13.406867104694,1.47529942411565,24
109,later,eye_open,Left_Temporal,alpha,9-13Hz,13.7358793429568,2.17353609708305,24
109,early,eye_open,Right_Temporal,alpha,9-13Hz,12.8483111036807,2.1953267131844,24
109,middle,eye_open,Right_Temporal,alpha,9-13Hz,13.3027197822306,1.70194795033132,24
109,later,eye_open,Right_Temporal,alpha,9-13Hz,13.867813593133,2.43561111280278,24
109,early,eye_open,Left_Parietal,alpha,9-13Hz,12.9366427823903,2.20406836970874,24
109,middle,eye_open,Left_Parietal,alpha,9-13Hz,13.3612581478181,1.51534295753127,24
109,later,eye_open,Left_Parietal,alpha,9-13Hz,13.7865486668669,2.27729526399878,24
109,early,eye_open,Right_Parietal,alpha,9-13Hz,12.8479755626834,2.18363364587297,24
109,middle,eye_open,Right_Parietal,alpha,9-13Hz,13.3048131988582,1.64560886282973,24
109,later,eye_open,Right_Parietal,alpha,9-13Hz,13.8317430709646,2.51513040459767,24
109,early,eye_open,Left_Occipital,alpha,9-13Hz,12.8298255997791,2.2220818446558,24
109,middle,eye_open,Left_Occipital,alpha,9-13Hz,13.3286095021017,1.56879115041005,24
109,later,eye_open,Left_Occipital,alpha,9-13Hz,13.8561716151408,2.31719153410385,24
109,early,eye_open,Right_Occipital,alpha,9-13Hz,12.8122104525591,2.22531560697437,24
109,middle,eye_open,Right_Occipital,alpha,9-13Hz,13.3250420138114,1.5753130290094,24
109,later,eye_open,Right_Occipital,alpha,9-13Hz,13.8464803293281,2.40240717477562,24
109,early,eye_closed,Left_Frontal,alpha,9-13Hz,13.1128026630315,2.53782699766574,24
109,middle,eye_closed,Left_Frontal,alpha,9-13Hz,13.1824852632838,2.41408017538216,24
109,later,eye_closed,Left_Frontal,alpha,9-13Hz,13.202319424487,1.83104717484402,24
109,early,eye_closed,Right_Frontal,alpha,9-13Hz,13.3442351588397,1.97930700327803,24
109,middle,eye_closed,Right_Frontal,alpha,9-13Hz,13.7795841257865,1.48048718467503,24
109,later,eye_closed,Right_Frontal,alpha,9-13Hz,12.8664802996931,1.63143663052273,24
109,early,eye_closed,Left_Temporal,alpha,9-13Hz,13.2596960070222,2.40749988286588,24
109,middle,eye_closed,Left_Temporal,alpha,9-13Hz,13.235077093054,2.55801184830711,24
109,later,eye_closed,Left_Temporal,alpha,9-13Hz,13.0774307094916,2.120712096832,24
109,early,eye_closed,Right_Temporal,alpha,9-13Hz,13.3089323027668,1.93679406050527,24
109,middle,eye_closed,Right_Temporal,alpha,9-13Hz,13.4993011185878,1.89093064121513,24
109,later,eye_closed,Right_Temporal,alpha,9-13Hz,12.9526931548796,1.84368810416177,24
109,early,eye_closed,Left_Parietal,alpha,9-13Hz,13.3758836481698,2.17817333630325,24
109,middle,eye_closed,Left_Parietal,alpha,9-13Hz,13.3981818223871,2.35882959462254,24
109,later,eye_closed,Left_Parietal,alpha,9-13Hz,13.0382553808921,2.03718532589152,24
109,early,eye_closed,Right_Parietal,alpha,9-13Hz,13.3535658602148,1.89707000690795,24
109,middle,eye_closed,Right_Parietal,alpha,9-13Hz,13.5476390939766,1.91855498095277,24
109,later,eye_closed,Right_Parietal,alpha,9-13Hz,12.9352023617984,1.92819278713875,24
109,early,eye_closed,Left_Occipital,alpha,9-13Hz,13.423285472571,1.99484432643182,24
109,middle,eye_closed,Left_Occipital,alpha,9-13Hz,13.4571970530533,2.28102490730543,24
109,later,eye_closed,Left_Occipital,alpha,9-13Hz,12.8878220064776,2.16904717687537,24
109,early,eye_closed,Right_Occipital,alpha,9-13Hz,13.4157576030652,1.9323517056783,24
109,middle,eye_closed,Right_Occipital,alpha,9-13Hz,13.5228550998891,2.10671373815942,24
109,later,eye_closed,Right_Occipital,alpha,9-13Hz,12.8463519086441,2.21036465739436,24
110,early,eye_open,Left_Frontal,theta,4-8Hz,15.26241159072,2.02975715903611,24
110,middle,eye_open,Left_Frontal,theta,4-8Hz,16.7340795437595,2.63519304173978,24
110,later,eye_open,Left_Frontal,theta,4-8Hz,14.5765798888993,1.72255066124101,24
110,early,eye_open,Right_Frontal,theta,4-8Hz,14.513012821906,2.55187042660866,24
110,middle,eye_open,Right_Frontal,theta,4-8Hz,16.8287867716575,2.30074133339991,24
110,later,eye_open,Right_Frontal,theta,4-8Hz,15.2256264677101,1.63486798329608,24
110,early,eye_open,Left_Temporal,theta,4-8Hz,15.2875608833495,2.09663197931031,24
110,middle,eye_open,Left_Temporal,theta,4-8Hz,16.7826062751881,2.60690525677624,24
110,later,eye_open,Left_Temporal,theta,4-8Hz,14.523889168156,1.89056395591941,24
110,early,eye_open,Right_Temporal,theta,4-8Hz,14.7939375123929,2.64636427419751,24
110,middle,eye_open,Right_Temporal,theta,4-8Hz,16.6909652158776,2.45179909059131,24
110,later,eye_open,Right_Temporal,theta,4-8Hz,15.0504845168902,1.79055299519018,24
110,early,eye_open,Left_Parietal,theta,4-8Hz,15.2244082381959,2.23033447548033,24
110,middle,eye_open,Left_Parietal,theta,4-8Hz,16.7934300563095,2.56494573245553,24
110,later,eye_open,Left_Parietal,theta,4-8Hz,14.6381852961283,1.88620222787996,24
110,early,eye_open,Right_Parietal,theta,4-8Hz,14.8324807983306,2.69430252834624,24
110,middle,eye_open,Right_Parietal,theta,4-8Hz,16.6869988687259,2.46364836963168,24
110,later,eye_open,Right_Parietal,theta,4-8Hz,14.9560614712542,1.88168605523862,24
110,early,eye_open,Left_Occipital,theta,4-8Hz,15.1263385665873,2.35701748636643,24
110,middle,eye_open,Left_Occipital,theta,4-8Hz,16.755303522222,2.54879984178388,24
110,later,eye_open,Left_Occipital,theta,4-8Hz,14.71738201958,1.92792428838949,24
110,early,eye_open,Right_Occipital,theta,4-8Hz,15.0382109126679,2.47231855825243,24
110,middle,eye_open,Right_Occipital,theta,4-8Hz,16.759981316666,2.48847540412535,24
110,later,eye_open,Right_Occipital,theta,4-8Hz,14.8158048186876,1.88291911148946,24
